id,status_group
68024,non functional
34482,non functional
52282,non functional
17096,functional
17436,functional
31452,non functional
7949,functional
32717,functional
73962,non functional
51279,functional
30860,non functional
48296,functional
63818,non functional
25503,non functional
26162,functional
29032,functional
19161,functional
13464,non functional
32669,functional
51908,functional needs repair
60561,functional
74142,functional needs repair
1249,non functional
10074,non functional
386,functional
56427,functional
25778,functional
27143,functional
46123,non functional
9063,functional
18848,non functional
22467,non functional
56818,functional
42033,non functional
35676,functional
70429,non functional
32837,non functional
5367,functional
45780,non functional
22796,non functional
8644,functional
70856,functional
45485,functional
43114,non functional
23965,functional
34171,non functional
67772,functional
67680,non functional
14095,functional
14237,non functional
948,non functional
29296,functional
28904,functional
6243,non functional
4408,functional needs repair
18712,functional
35596,functional
35126,non functional
14619,functional
23135,functional
49328,functional
27948,functional
47097,functional
3794,functional
19561,non functional
23289,functional
45347,functional
24991,non functional
27698,functional
7358,functional
71783,non functional
66339,functional
54974,functional
2097,functional
7509,functional
9701,non functional
3324,functional
7013,functional
67319,functional
40671,functional
36634,non functional
31061,non functional
68039,non functional
36440,functional
19049,non functional
4297,non functional
27128,non functional
21123,non functional
22776,functional
2897,functional
71559,non functional
9568,functional
72257,functional
13525,functional
28536,functional
47727,non functional
18183,functional
60838,functional
15828,functional
64040,non functional
13972,non functional
25742,functional
2570,functional
18679,non functional
73645,functional
73886,non functional
2083,functional
29226,functional
44905,functional
12413,functional
43774,non functional
9690,non functional
74175,functional
58226,non functional
30019,non functional
37783,functional
41940,functional
57743,functional needs repair
39086,non functional
17230,functional
50362,non functional
20799,functional
36839,functional
27404,non functional
10998,functional
6707,functional
38595,functional
49520,non functional
13011,functional
39365,functional
23074,functional
34108,functional
32648,non functional
7799,non functional
64955,functional
10592,functional
23682,functional needs repair
52521,functional
50110,functional
11472,non functional
72317,non functional
68581,functional
22094,functional
4215,non functional
28234,functional
16399,functional
1772,non functional
69523,non functional
48413,functional
35163,functional needs repair
28821,functional
29875,functional
42288,non functional
60707,functional
38640,functional
1821,non functional
14884,functional
62547,functional
20410,functional
41358,non functional
17369,non functional
16508,functional
13211,non functional
54618,non functional
18159,non functional
46675,non functional
44121,functional
61750,functional
61935,non functional
2529,functional
4464,functional
70524,non functional
20637,functional
35847,functional
55190,non functional
50864,non functional
72876,non functional
73725,non functional
55077,functional
36244,functional
66994,functional
23186,functional
22969,functional
26246,functional
66666,functional
29825,functional
41414,non functional
38751,functional
48294,non functional
33237,functional
55597,functional needs repair
46417,functional
11689,functional
16468,non functional
55765,functional
12429,functional
52713,functional
31131,non functional
67052,functional
29626,functional
49117,functional
30036,functional
32904,non functional
46132,functional
58431,functional
1841,functional
3943,non functional
69333,functional
62815,non functional
13334,functional needs repair
53605,functional
32927,functional needs repair
72221,functional
1040,non functional
34706,non functional
23593,functional
66173,functional
47862,functional
66800,functional
30646,functional
51996,functional
56257,functional
67816,functional
48605,non functional
56577,functional
27570,functional
475,functional
4829,non functional
11479,functional
22383,non functional
12446,functional
14950,non functional
46420,non functional
31887,functional
11849,functional
45896,non functional
57320,functional needs repair
7981,non functional
1285,functional
21036,non functional
25453,functional
